<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20230914,105900,95263,95263,95217,95236,1096
20230914,110000,95233,95275,95226,95266,935
20230914,110100,95261,95270,95161,95173,2599
20230914,110200,95171,95171,95094,95120,1620
20230914,110300,95120,95185,95114,95182,478
20230914,110400,95181,95210,95181,95200,405
20230914,110500,95199,95255,95184,95240,996
20230914,110600,95229,95237,95207,95208,242
20230914,110700,95205,95233,95186,95205,368
20230914,110800,95201,95224,95201,95218,39
20230914,110900,95218,95226,95196,95220,333
20230914,111000,95220,95238,95212,95231,129
20230914,111100,95226,95300,95225,95300,1527
20230914,111200,95300,95312,95284,95312,2043
20230914,111300,95321,95321,95240,95261,663
20230914,111400,95263,95291,95245,95273,892
20230914,111500,95268,95283,95219,95219,1069
20230914,111600,95225,95259,95216,95230,705
20230914,111700,95236,95290,95230,95289,1187
20230914,111800,95294,95299,95260,95279,1070
20230914,111900,95281,95311,95280,95300,507
20230914,112000,95302,95308,95280,95286,198
20230914,112100,95287,95303,95280,95280,154
20230914,112200,95281,95285,95265,95271,564
20230914,112300,95271,95287,95257,95286,153
20230914,112400,95284,95315,95273,95307,217
20230914,112500,95309,95319,95300,95319,491
20230914,112600,95319,95319,95291,95302,547
20230914,112700,95301,95315,95300,95311,261
20230914,112800,95308,95375,95308,95349,814
20230914,112900,95355,95361,95331,95332,545
20230914,113000,95347,95357,95322,95326,549
20230914,113100,95319,95345,95299,95340,577
20230914,113200,95333,95358,95324,95358,424
20230914,113300,95340,95364,95325,95351,572
20230914,113400,95356,95359,95293,95293,1301
20230914,113500,95292,95381,95269,95343,715
20230914,113600,95368,95372,95342,95346,1486
20230914,113700,95345,95353,95341,95343,319
20230914,113800,95333,95333,95314,95315,705
20230914,113900,95315,95368,95314,95364,243
20230914,114000,95363,95378,95300,95310,710
20230914,114100,95310,95345,95300,95334,868
20230914,114200,95334,95359,95334,95349,544
20230914,114300,95352,95379,95352,95371,341
20230914,114400,95375,95386,95370,95370,268
20230914,114500,95371,95374,95350,95357,588
20230914,114600,95363,95363,95344,95350,466
20230914,114700,95351,95387,95350,95375,427
20230914,114800,95380,95484,95380,95484,965
20230914,114900,95484,95493,95444,95484,513
20230914,115000,95486,95537,95486,95496,961
20230914,115100,95506,95528,95501,95528,175
20230914,115200,95528,95540,95487,95516,759
20230914,115300,95538,95580,95520,95539,525
20230914,115400,95538,95598,95517,95576,1386
20230914,115500,95576,95591,95539,95549,510
20230914,115600,95549,95549,95500,95500,346
20230914,115700,95513,95541,95507,95532,265
20230914,115800,95533,95550,95521,95528,580
20230914,115900,95543,95578,95534,95576,416
20230914,120000,95576,95630,95575,95620,737
20230914,120100,95618,95637,95535,95552,565
20230914,120200,95560,95586,95543,95566,141
20230914,120300,95584,95586,95567,95568,189
20230914,120400,95577,95600,95567,95574,615
20230914,120500,95570,95605,95550,95598,498
20230914,120600,95599,95631,95599,95630,436
20230914,120700,95631,95645,95629,95645,748
20230914,120800,95642,95673,95617,95639,1746
20230914,120900,95639,95668,95635,95661,753
20230914,121000,95657,95672,95640,95640,679
20230914,121100,95640,95700,95635,95697,759
20230914,121200,95697,95714,95684,95690,904
20230914,121300,95684,95713,95684,95706,477
20230914,121400,95706,95762,95706,95750,900
20230914,121500,95752,95819,95726,95780,1264
20230914,121600,95780,95832,95769,95820,679
20230914,121700,95808,95867,95801,95808,1632
20230914,121800,95806,95841,95791,95830,1152
20230914,121900,95828,95848,95754,95777,2315
20230914,122000,95763,95772,95715,95724,1832
20230914,122100,95727,95727,95650,95670,2469
20230914,122200,95650,95687,95638,95679,856
20230914,122300,95677,95697,95620,95640,1473
20230914,122400,95648,95650,95616,95620,559
20230914,122500,95639,95650,95620,95620,1077
20230914,122600,95626,95679,95621,95660,1604
20230914,122700,95658,95658,95631,95655,824
20230914,122800,95651,95674,95646,95658,2182
20230914,122900,95665,95681,95659,95680,698
20230914,123000,95669,95686,95571,95585,2958
20230914,123100,95599,95614,95563,95583,778
20230914,123200,95580,95591,95565,95578,1126
20230914,123300,95575,95578,95518,95550,1568
20230914,123400,95550,95569,95527,95550,1923
20230914,123500,95535,95548,95464,95507,2303
20230914,123600,95501,95501,95450,95484,790
20230914,123700,95480,95503,95463,95503,913
20230914,123800,95502,95636,95492,95634,804
20230914,123900,95634,95700,95634,95637,1348
20230914,124000,95634,95652,95623,95650,249
20230914,124100,95658,95675,95620,95620,162
20230914,124200,95620,95620,95585,95587,903
20230914,124300,95593,95635,95593,95620,491
20230914,124400,95614,95616,95578,95591,1257
20230914,124500,95598,95618,95579,95600,1065
20230914,124600,95600,95601,95547,95552,654
20230914,124700,95531,95531,95464,95513,313
20230914,124800,95534,95541,95503,95538,263
20230914,124900,95537,95538,95400,95483,2160
20230914,125000,95489,95501,95471,95501,471
20230914,125100,95481,95488,95460,95461,196
20230914,125200,95469,95500,95469,95493,221
20230914,125300,95501,95574,95501,95573,1046
20230914,125400,95565,95574,95479,95482,771
20230914,125500,95482,95491,95415,95430,450
20230914,125600,95426,95429,95393,95394,400
20230914,125700,95393,95393,95362,95379,820
20230914,125800,95367,95406,95366,95392,1493
20230914,125900,95399,95408,95384,95392,290
20230914,130000,95392,95419,95377,95398,355
20230914,130100,95410,95416,95393,95409,428
20230914,130200,95409,95421,95407,95411,322
20230914,130300,95410,95426,95405,95415,432
20230914,130400,95414,95497,95410,95468,1574
20230914,130500,95477,95480,95414,95450,747
20230914,130600,95447,95457,95388,95394,1679
20230914,130700,95394,95454,95382,95426,1390
20230914,130800,95434,95469,95424,95468,1052
20230914,130900,95451,95499,95442,95499,397
20230914,131000,95500,95572,95453,95456,718
20230914,131100,95453,95456,95431,95456,194
20230914,131200,95442,95457,95405,95424,472
20230914,131300,95429,95439,95411,95432,343
20230914,131400,95433,95442,95422,95425,382
20230914,131500,95421,95429,95410,95429,727
20230914,131600,95422,95438,95416,95436,244
20230914,131700,95432,95456,95427,95447,600
20230914,131800,95444,95465,95440,95442,827
20230914,131900,95440,95448,95427,95427,115
20230914,132000,95432,95447,95424,95425,257
20230914,132100,95414,95416,95362,95373,625
20230914,132200,95375,95430,95369,95430,157
20230914,132300,95430,95446,95422,95423,209
20230914,132400,95423,95458,95395,95458,393
20230914,132500,95459,95464,95391,95413,1038
20230914,132600,95414,95449,95406,95440,656
20230914,132700,95429,95440,95424,95428,759
20230914,132800,95436,95442,95420,95442,537
20230914,132900,95429,95429,95417,95426,294
20230914,133000,95420,95427,95401,95426,311
20230914,133100,95423,95436,95423,95436,189
20230914,133200,95436,95497,95436,95440,683
20230914,133300,95450,95450,95400,95430,853
20230914,133400,95421,95421,95410,95415,145
20230914,133500,95434,95435,95423,95425,125
20230914,133600,95426,95429,95405,95415,228
20230914,133700,95415,95419,95405,95419,274
20230914,133800,95419,95436,95406,95435,578
20230914,133900,95421,95428,95417,95417,7
20230914,134000,95419,95427,95409,95410,43
20230914,134100,95409,95409,95370,95370,1199
20230914,134200,95375,95390,95363,95371,1822
20230914,134300,95368,95383,95352,95371,1038
20230914,134400,95366,95376,95356,95368,209
20230914,134500,95360,95373,95351,95365,152
20230914,134600,95361,95382,95357,95380,1017
20230914,134700,95381,95397,95372,95372,562
20230914,134800,95371,95406,95359,95399,1166
20230914,134900,95399,95493,95386,95447,406
20230914,135000,95477,95516,95465,95476,273
20230914,135100,95472,95500,95451,95465,127
20230914,135200,95464,95489,95447,95449,110
20230914,135300,95460,95472,95442,95444,212
20230914,135400,95450,95468,95442,95466,104
20230914,135500,95468,95470,95446,95469,297
20230914,135600,95469,95474,95459,95466,34
20230914,135700,95465,95484,95462,95484,95
20230914,135800,95485,95485,95443,95443,68
20230914,135900,95465,95480,95452,95472,79
20230914,140500,95472,95475,95442,95468,56
20230914,140600,95444,95450,95438,95445,20
20230914,140700,95453,95455,95426,95449,465
20230914,140800,95450,95450,95425,95425,203
20230914,140900,95424,95425,95380,95380,626
20230914,141000,95383,95407,95380,95404,471
20230914,141100,95399,95403,95390,95400,59
20230914,141200,95414,95414,95400,95412,299
20230914,141300,95399,95419,95397,95419,221
20230914,141400,95417,95440,95417,95424,88
20230914,141500,95417,95417,95354,95354,300
20230914,141600,95357,95357,95240,95253,697
20230914,141700,95245,95268,95210,95241,486
20230914,141800,95246,95305,95237,95305,90
20230914,141900,95291,95329,95277,95303,136
20230914,142000,95313,95313,95204,95210,410
20230914,142100,95225,95290,95221,95281,1396
20230914,142200,95281,95330,95255,95324,1845
20230914,142300,95324,95339,95318,95339,811
20230914,142400,95330,95378,95330,95365,296
20230914,142500,95375,95375,95284,95325,665
20230914,142600,95325,95339,95320,95320,357
20230914,142700,95308,95338,95299,95338,218
20230914,142800,95324,95324,95290,95291,1287
20230914,142900,95291,95316,95285,95304,480
20230914,143000,95303,95320,95300,95318,121
20230914,143100,95318,95318,95279,95296,384
20230914,143200,95298,95305,95283,95305,362
20230914,143300,95300,95300,95259,95265,420
20230914,143400,95263,95281,95254,95274,384
20230914,143500,95275,95301,95263,95283,653
20230914,143600,95283,95283,95262,95265,615
20230914,143700,95273,95286,95264,95272,295
20230914,143800,95274,95275,95234,95237,300
20230914,143900,95233,95240,95227,95234,326
20230914,144000,95239,95246,95225,95233,894
20230914,144100,95244,95246,95216,95235,646
20230914,144200,95236,95241,95215,95234,351
20230914,144300,95221,95226,95200,95218,549
20230914,144400,95228,95239,95224,95236,97
20230914,144500,95232,95232,95202,95208,366
20230914,144600,95202,95208,95199,95208,112
20230914,144700,95206,95212,95195,95199,406
20230914,144800,95195,95200,95184,95195,356
20230914,144900,95195,95195,95168,95169,388
20230914,145000,95171,95210,95159,95210,478
20230914,145100,95210,95236,95168,95179,674
20230914,145200,95170,95175,95164,95170,261
20230914,145300,95170,95179,95134,95179,524
20230914,145400,95178,95224,95157,95224,190
20230914,145500,95223,95236,95152,95155,401
20230914,145600,95155,95191,95141,95191,661
20230914,145700,95179,95179,95147,95150,130
20230914,145800,95159,95214,95159,95188,668
20230914,145900,95208,95250,95202,95205,916
20230914,150000,95202,95205,95154,95172,1514
20230914,150100,95153,95153,95053,95092,1909
20230914,150200,95084,95086,95020,95025,1034
20230914,150300,95033,95060,95009,95009,1189
20230914,150400,95009,95020,95000,95000,1177
20230914,150500,95000,95001,94900,94901,1894
20230914,150600,94900,94976,94846,94946,2322
20230914,150700,94967,94967,94888,94922,881
20230914,150800,94904,94920,94863,94895,832
20230914,150900,94882,94890,94839,94850,447
20230914,151000,94853,94874,94830,94851,299
20230914,151100,94851,94881,94841,94860,636
20230914,151200,94851,94864,94812,94845,878
20230914,151300,94846,94892,94846,94884,496
20230914,151400,94881,94881,94843,94880,677
20230914,151500,94870,94955,94857,94882,616
20230914,151600,94883,94938,94860,94905,376
20230914,151700,94897,94905,94886,94903,135
20230914,151800,94915,94915,94881,94891,414
20230914,151900,94893,94904,94876,94887,197
20230914,152000,94880,94888,94870,94882,486
20230914,152100,94885,94908,94884,94902,450
20230914,152200,94910,94989,94907,94970,1001
20230914,152300,94961,95017,94959,95000,2080
20230914,152400,95001,95017,94950,94962,1084
20230914,152500,94974,94981,94843,94843,1336
20230914,152600,94852,94859,94790,94810,1797
20230914,152700,94810,94813,94785,94785,1693
20230914,152800,94785,94828,94755,94805,952
20230914,152900,94805,94878,94805,94867,1506
20230914,153000,94858,94955,94857,94918,1196
20230914,153100,94908,94948,94898,94947,456
20230914,153200,94929,95030,94923,95014,477
20230914,153300,95023,95030,94963,94979,907
20230914,153400,94974,95093,94974,95093,1518
20230914,153500,95049,95058,94961,94970,483
20230914,153600,94962,95045,94954,95020,175
20230914,153700,95026,95045,95026,95039,221
20230914,153800,95047,95150,95023,95141,809
20230914,153900,95134,95153,95082,95149,303
20230914,154000,95149,95232,95137,95193,1049
20230914,154100,95190,95190,95015,95062,1836
20230914,154200,95062,95062,95015,95029,370
20230914,154300,95026,95140,95025,95109,257
20230914,154400,95114,95210,95114,95152,192
20230914,154500,95144,95163,95122,95152,266
20230914,154600,95158,95158,95075,95075,714
20230914,154700,95095,95194,95081,95168,413
20230914,154800,95168,95175,95118,95132,380
20230914,154900,95137,95196,95137,95180,735
20230914,155000,95181,95252,95167,95212,720
20230914,155100,95214,95238,95190,95199,240
20230914,155200,95195,95232,95188,95224,284
20230914,155300,95225,95250,95194,95220,523
20230914,155400,95207,95217,95193,95214,125
20230914,155500,95200,95218,95152,95189,293
20230914,155600,95172,95194,95128,95156,475
20230914,155700,95153,95203,95153,95192,329
20230914,155800,95198,95204,95131,95160,425
20230914,155900,95197,95220,95180,95208,478
20230914,160000,95210,95220,95147,95192,553
20230914,160100,95195,95201,95149,95169,646
20230914,160200,95173,95223,95173,95210,1343
20230914,160300,95204,95234,95191,95215,677
20230914,160400,95222,95296,95185,95287,1346
20230914,160500,95287,95318,95273,95304,897
20230914,160600,95284,95350,95266,95337,761
20230914,160700,95340,95356,95322,95347,583
20230914,160800,95351,95390,95336,95344,1391
20230914,160900,95350,95402,95323,95390,934
20230914,161000,95390,95447,95378,95386,1800
20230914,161100,95398,95480,95372,95437,826
20230914,161200,95442,95455,95302,95410,1951
20230914,161300,95413,95443,95328,95364,1420
20230914,161400,95364,95390,95352,95381,851
20230914,161500,95370,95404,95360,95373,619
20230914,161600,95372,95393,95345,95354,971
20230914,161700,95365,95435,95365,95419,1062
20230914,161800,95408,95450,95398,95437,909
20230914,161900,95441,95471,95426,95461,817
20230914,162000,95461,95500,95430,95497,1375
20230914,162100,95491,95523,95418,95420,1683
20230914,162200,95425,95459,95351,95440,1476
20230914,162300,95432,95495,95419,95463,2500
20230914,162400,95464,95489,95450,95470,1736
20230914,162500,95460,95490,95450,95453,3313
20230914,162600,95451,95476,95417,95430,4289
20230914,162700,95433,95492,95411,95492,963
20230914,162800,95480,95491,95375,95480,3216
20230914,162900,95476,95530,95455,95474,2200
20230914,163000,95467,95503,95326,95354,714
20230914,163100,95340,95361,95300,95317,1698
20230914,163200,95319,95328,95254,95272,1622
20230914,163300,95272,95310,95252,95270,1542
20230914,163400,95263,95291,95213,95250,1919
20230914,163500,95250,95253,95220,95249,2422
20230914,163600,95249,95282,95215,95250,606
20230914,163700,95250,95250,95151,95187,947
20230914,163800,95186,95199,95105,95122,650
20230914,163900,95133,95197,95129,95197,447
20230914,164000,95197,95249,95197,95237,297
20230914,164100,95237,95276,95230,95260,413
20230914,164200,95260,95329,95180,95192,1001
20230914,164300,95191,95217,95155,95167,334
20230914,164400,95182,95211,95182,95197,151
20230914,164500,95200,95200,95182,95200,200
20230914,164600,95200,95201,95146,95147,313
20230914,164700,95143,95216,95140,95216,184
20230914,164800,95217,95236,95217,95230,212
20230914,164900,95230,95255,95229,95250,327
20230914,165000,95250,95287,95247,95255,353
20230914,165100,95258,95380,95258,95373,936
20230914,165200,95367,95380,95330,95375,342
20230914,165300,95363,95396,95363,95381,249
20230914,165400,95377,95393,95373,95393,501
20230914,165500,95397,95576,95397,95557,1336
20230914,165600,95557,95665,95519,95554,1851
20230914,165700,95559,95600,95551,95580,205
20230914,165800,95576,95590,95551,95568,134
20230914,165900,95582,95590,95540,95590,452
20230914,170000,95590,95647,95590,95639,568
20230914,170100,95649,95664,95637,95664,224
20230914,170200,95664,95700,95657,95668,378
20230914,170300,95670,95722,95669,95720,486
20230914,170400,95722,95807,95712,95800,1014
20230914,170500,95800,95858,95759,95834,1078
20230914,170600,95821,95844,95791,95794,547
20230914,170700,95811,95845,95804,95823,624
20230914,170800,95834,95841,95688,95729,780
20230914,170900,95723,95723,95650,95669,769
20230914,171000,95664,95673,95597,95605,577
20230914,171100,95605,95654,95566,95604,936
20230914,171200,95589,95616,95569,95582,983
20230914,171300,95569,95605,95532,95589,861
20230914,171400,95580,95599,95553,95563,781
20230914,171500,95560,95568,95502,95532,951
20230914,171600,95521,95560,95512,95549,1016
20230914,171700,95541,95555,95518,95531,896
20230914,171800,95527,95556,95518,95538,960
20230914,171900,95537,95562,95510,95510,1041
20230914,172000,95512,95514,95482,95502,1036
20230914,172100,95494,95524,95478,95510,974
20230914,172200,95506,95538,95490,95515,1316
20230914,172300,95514,95524,95477,95508,868
20230914,172400,95508,95597,95480,95576,2429
20230914,172500,95573,95669,95570,95595,1895
20230914,172600,95596,95625,95549,95582,847
20230914,172700,95586,95617,95567,95586,832
20230914,172800,95594,95614,95577,95601,1279
20230914,172900,95597,95661,95581,95632,1128
20230914,173000,95631,95650,95600,95625,890
20230914,173100,95615,95640,95590,95590,1051
20230914,173200,95583,95596,95541,95562,1224
20230914,173300,95563,95564,95530,95530,818
20230914,173400,95545,95572,95522,95534,1075
20230914,173500,95529,95574,95465,95483,2734
20230914,173600,95483,95501,95444,95469,3334
20230914,173700,95461,95524,95401,95416,1353
20230914,173800,95406,95424,95354,95392,1270
20230914,173900,95367,95461,95360,95423,1411
20230914,174000,95421,95454,95341,95368,830
20230914,174100,95369,95400,95350,95393,712
20230914,174200,95387,95428,95351,95389,1019
20230914,174300,95378,95388,95356,95371,1098
20230914,174400,95373,95378,95334,95353,2221
20230914,174500,95348,95365,95325,95342,1105
20230914,174600,95335,95364,95302,95364,1352
20230914,174700,95351,95356,95300,95328,1580
20230914,174800,95325,95325,95260,95274,1645
20230914,174900,95270,95316,95251,95282,1509
20230914,175000,95283,95360,95276,95356,1163
20230914,175100,95346,95352,95304,95317,979
20230914,175200,95306,95350,95274,95281,2030
20230914,175300,95281,95281,95221,95230,1206
20230914,175400,95230,95325,95205,95285,1235
20230914,175500,95280,95310,95224,95310,993
20230914,175600,95302,95302,95229,95255,2198
20230914,175700,95255,95277,95224,95251,1435
20230914,175800,95250,95250,95192,95214,1267
20230914,175900,95218,95220,95157,95220,872
20230914,180000,95206,95323,95206,95310,1291
20230914,180100,95311,95400,95305,95348,854
20230914,180200,95369,95450,95364,95450,770
20230914,180300,95435,95499,95425,95462,1118
20230914,180400,95485,95510,95450,95467,1142
20230914,180500,95470,95498,95430,95468,314
20230914,180600,95481,95530,95478,95520,672
20230914,180700,95520,95566,95519,95546,871
20230914,180800,95525,95573,95520,95538,1096
20230914,180900,95540,95595,95539,95579,1168
20230914,181000,95580,95606,95578,95597,998
20230914,181100,95595,95600,95527,95560,540
20230914,181200,95565,95610,95565,95600,464
20230914,181300,95599,95603,95550,95574,1099
20230914,181400,95587,95629,95587,95616,775
20230914,181500,95627,95684,95605,95684,914
20230914,181600,95684,95751,95649,95726,1111
20230914,181700,95723,95746,95717,95717,564
20230914,181800,95720,95735,95700,95705,306
20230914,181900,95720,95720,95664,95673,623
20230914,182000,95680,95710,95627,95671,1013
20230914,182100,95661,95673,95598,95642,598
20230914,182200,95642,95688,95630,95652,348
20230914,182300,95655,95690,95624,95680,635
20230914,182400,95677,95677,95640,95654,149
20230914,182500,95661,95690,95658,95667,454
20230914,182600,95665,95731,95641,95680,1453
20230914,182700,95680,95717,95638,95680,584
20230914,182800,95649,95707,95633,95681,574
20230914,182900,95680,95753,95680,95711,1259
20230914,183000,95719,95750,95650,95650,310
20230914,183100,95663,95733,95643,95719,530
20230914,183200,95723,95735,95691,95707,398
20230914,183300,95690,95747,95687,95732,670
20230914,183400,95727,95769,95702,95725,860
20230914,183500,95721,95742,95706,95739,481
20230914,183600,95724,95760,95708,95725,645
20230914,183700,95730,95749,95703,95728,277
20230914,183800,95729,95740,95712,95733,224
20230914,183900,95721,95739,95685,95729,721
20230914,184000,95711,95745,95684,95729,513
20230914,184100,95727,95750,95713,95719,286
20230914,184200,95740,95746,95698,95722,595
20230914,184300,95730,95760,95718,95747,676
20230914,184400,95748,95760,95710,95725,387
20230914,184500,95727,95749,95682,95725,583
20230914,184600,95728,95745,95725,95731,403
20230914,184700,95722,95730,95701,95730,216
20230914,184800,95729,95736,95727,95730,368
20230914,184900,95730,95739,95709,95739,344
20230914,190500,95749,95894,95749,95887,665
20230914,190600,95894,96000,95880,95935,795
20230914,190700,95940,95963,95884,95908,347
20230914,190800,95911,95935,95891,95891,174
20230914,190900,95898,95898,95853,95858,239
20230914,191000,95859,95876,95856,95857,479
20230914,191100,95857,95857,95837,95838,79
20230914,191200,95831,95838,95826,95827,109
20230914,191300,95838,95869,95834,95845,115
20230914,191400,95854,95866,95820,95842,82
20230914,191500,95824,95842,95794,95794,207
20230914,191600,95812,95812,95783,95796,91
20230914,191700,95779,95787,95758,95761,126
20230914,191800,95769,95775,95752,95757,88
20230914,191900,95753,95758,95748,95750,145
20230914,192000,95750,95753,95738,95742,216
20230914,192100,95753,95788,95736,95783,433
20230914,192200,95781,95816,95770,95780,218
20230914,192300,95776,95799,95774,95785,72
20230914,192400,95785,95788,95764,95771,116
20230914,192500,95764,95775,95738,95738,73
20230914,192600,95745,95764,95727,95736,83
20230914,192700,95736,95760,95726,95753,113
20230914,192800,95760,95778,95740,95760,91
20230914,192900,95776,95782,95744,95744,69
20230914,193000,95744,95746,95744,95746,60
20230914,193100,95744,95745,95744,95744,48
20230914,193200,95744,95745,95726,95726,40
20230914,193300,95727,95733,95717,95728,117
20230914,193400,95721,95731,95720,95727,49
20230914,193500,95720,95764,95720,95736,99
20230914,193600,95743,95800,95742,95774,200
20230914,193700,95776,95793,95745,95745,102
20230914,193800,95742,95750,95740,95742,29
20230914,193900,95741,95761,95740,95750,72
20230914,194000,95741,95755,95720,95720,43
20230914,194100,95726,95739,95721,95731,37
20230914,194200,95731,95743,95731,95731,60
20230914,194300,95730,95732,95722,95726,45
20230914,194400,95726,95735,95725,95725,73
20230914,194500,95725,95730,95720,95720,25
20230914,194600,95720,95723,95711,95711,44
20230914,194700,95711,95727,95711,95722,50
20230914,194800,95722,95727,95710,95710,61
20230914,194900,95710,95721,95704,95704,51
20230914,195000,95702,95712,95680,95701,117
20230914,195100,95685,95688,95678,95678,36
20230914,195200,95677,95700,95675,95694,31
20230914,195300,95691,95700,95676,95676,24
20230914,195400,95676,95676,95636,95646,104
20230914,195500,95642,95653,95623,95627,78
20230914,195600,95646,95646,95626,95629,33
20230914,195700,95629,95653,95624,95624,127
20230914,195800,95627,95679,95624,95660,123
20230914,195900,95660,95677,95656,95657,29
20230914,200000,95657,95672,95655,95655,18
20230914,200100,95654,95673,95635,95635,59
20230914,200200,95627,95656,95627,95634,32
20230914,200300,95632,95661,95631,95636,38
20230914,200400,95635,95654,95630,95631,36
20230914,200500,95628,95655,95625,95626,40
20230914,200600,95625,95626,95619,95622,53
20230914,200700,95620,95622,95610,95612,163
20230914,200800,95611,95622,95611,95614,30
20230914,200900,95613,95693,95612,95693,87
20230914,201000,95682,95693,95676,95676,101
20230914,201100,95676,95696,95674,95674,83
20230914,201200,95691,95709,95684,95701,99
20230914,201300,95691,95701,95690,95701,27
20230914,201400,95697,95697,95690,95694,35
